filename,target
2-120586-A-6_split_segment_3.wav,6
2-120586-A-6_split_segment_4.wav,6
4-195451-A-44_split_segment_1.wav,44
4-195451-A-44_split_segment_2.wav,44
4-195451-A-44_split_segment_3.wav,44
4-195451-A-44_split_segment_4.wav,44
4-195451-A-44_split_segment_5.wav,44
5-233019-A-31_split_segment_1.wav,31
5-233019-A-31_split_segment_2.wav,31
5-233019-A-31_split_segment_3.wav,31
5-233019-A-31_split_segment_4.wav,31
5-233019-A-31_split_segment_5.wav,31
1-67152-A-17_split_segment_1.wav,17
1-67152-A-17_split_segment_2.wav,17
1-67152-A-17_split_segment_3.wav,17
2-54086-A-43_split_segment_1.wav,43
2-54086-A-43_split_segment_2.wav,43
2-54086-A-43_split_segment_3.wav,43
3-233151-A-2_split_segment_1.wav,2
3-233151-A-2_split_segment_2.wav,2
2-108767-B-9_split_segment_1.wav,9
2-108767-B-9_split_segment_2.wav,9
2-108767-B-9_split_segment_3.wav,9
2-108767-B-9_split_segment_4.wav,9
2-108767-B-9_split_segment_5.wav,9
5-212054-A-36_split_segment_1.wav,36
5-212054-A-36_split_segment_2.wav,36
5-212054-A-36_split_segment_3.wav,36
5-212054-A-36_split_segment_4.wav,36
5-212054-A-36_split_segment_5.wav,36
2-82071-A-27_split_segment_1.wav,27
2-82071-A-27_split_segment_2.wav,27
2-82071-A-27_split_segment_3.wav,27
2-82071-A-27_split_segment_4.wav,27
2-82071-A-27_split_segment_5.wav,27
3-203377-A-39_split_segment_1.wav,39
1-19872-A-36_split_segment_1.wav,36
1-19872-A-36_split_segment_2.wav,36
1-19872-A-36_split_segment_3.wav,36
1-19872-A-36_split_segment_4.wav,36
1-19872-A-36_split_segment_5.wav,36
5-202898-A-10_split_segment_1.wav,10
5-202898-A-10_split_segment_2.wav,10
5-202898-A-10_split_segment_3.wav,10
5-202898-A-10_split_segment_4.wav,10
5-202898-A-10_split_segment_5.wav,10
3-118069-B-27_split_segment_1.wav,27
3-118069-B-27_split_segment_2.wav,27
3-118069-B-27_split_segment_3.wav,27
3-118069-B-27_split_segment_4.wav,27
3-118069-B-27_split_segment_5.wav,27
1-18755-A-4_split_segment_1.wav,4
1-18755-A-4_split_segment_2.wav,4
1-18755-A-4_split_segment_3.wav,4
1-18755-A-4_split_segment_4.wav,4
1-18755-A-4_split_segment_5.wav,4
1-43807-B-47_split_segment_1.wav,47
1-43807-B-47_split_segment_2.wav,47
1-43807-B-47_split_segment_3.wav,47
1-43807-B-47_split_segment_4.wav,47
1-43807-B-47_split_segment_5.wav,47
3-117504-A-16_split_segment_1.wav,16
3-117504-A-16_split_segment_2.wav,16
3-117504-A-16_split_segment_3.wav,16
3-117504-A-16_split_segment_4.wav,16
3-117504-A-16_split_segment_5.wav,16
4-172500-B-27_split_segment_1.wav,27
4-172500-B-27_split_segment_2.wav,27
4-172500-B-27_split_segment_3.wav,27
4-172500-B-27_split_segment_4.wav,27
4-172500-B-27_split_segment_5.wav,27
5-184871-A-24_split_segment_1.wav,24
5-184871-A-24_split_segment_2.wav,24
5-184871-A-24_split_segment_3.wav,24
5-184871-A-24_split_segment_4.wav,24
5-184871-A-24_split_segment_5.wav,24
3-135650-B-45_split_segment_1.wav,45
3-135650-B-45_split_segment_2.wav,45
3-135650-B-45_split_segment_3.wav,45
3-135650-B-45_split_segment_4.wav,45
3-135650-B-45_split_segment_5.wav,45
5-263491-A-25_split_segment_1.wav,25
5-263491-A-25_split_segment_2.wav,25
5-263491-A-25_split_segment_3.wav,25
5-263491-A-25_split_segment_4.wav,25
5-263491-A-25_split_segment_5.wav,25
2-102581-B-29_split_segment_1.wav,29
2-102581-B-29_split_segment_4.wav,29
1-75162-A-9_split_segment_1.wav,9
1-75162-A-9_split_segment_2.wav,9
1-75162-A-9_split_segment_3.wav,9
1-75162-A-9_split_segment_4.wav,9
1-75162-A-9_split_segment_5.wav,9
1-18074-B-6_split_segment_1.wav,6
1-18074-B-6_split_segment_2.wav,6
1-18074-B-6_split_segment_3.wav,6
1-18074-B-6_split_segment_4.wav,6
1-18074-B-6_split_segment_5.wav,6
1-208757-C-2_split_segment_1.wav,2
1-208757-C-2_split_segment_2.wav,2
1-208757-C-2_split_segment_3.wav,2
1-208757-C-2_split_segment_4.wav,2
1-208757-C-2_split_segment_5.wav,2
4-168868-A-17_split_segment_1.wav,17
4-168868-A-17_split_segment_2.wav,17
4-168868-A-17_split_segment_3.wav,17
4-168868-A-17_split_segment_4.wav,17
4-168868-A-17_split_segment_5.wav,17
4-181286-A-10_split_segment_1.wav,10
4-181286-A-10_split_segment_2.wav,10
4-181286-A-10_split_segment_3.wav,10
4-181286-A-10_split_segment_4.wav,10
4-181286-A-10_split_segment_5.wav,10
5-215658-B-12_split_segment_1.wav,12
5-215658-B-12_split_segment_2.wav,12
5-215658-B-12_split_segment_3.wav,12
5-215658-B-12_split_segment_4.wav,12
5-215658-B-12_split_segment_5.wav,12
3-147965-A-12_split_segment_1.wav,12
3-147965-A-12_split_segment_2.wav,12
3-147965-A-12_split_segment_3.wav,12
3-147965-A-12_split_segment_4.wav,12
3-147965-A-12_split_segment_5.wav,12
2-120333-A-32_split_segment_1.wav,32
2-120333-A-32_split_segment_2.wav,32
2-120333-A-32_split_segment_3.wav,32
2-120333-A-32_split_segment_4.wav,32
2-120333-A-32_split_segment_5.wav,32
1-56380-A-5_split_segment_1.wav,5
1-56380-A-5_split_segment_2.wav,5
1-56380-A-5_split_segment_3.wav,5
1-56380-A-5_split_segment_4.wav,5
1-56380-A-5_split_segment_5.wav,5
3-103051-C-19_split_segment_1.wav,19
3-103051-C-19_split_segment_2.wav,19
3-103051-C-19_split_segment_3.wav,19
3-103051-C-19_split_segment_4.wav,19
3-103051-C-19_split_segment_5.wav,19
4-147240-B-2_split_segment_1.wav,2
4-147240-B-2_split_segment_2.wav,2
4-147240-B-2_split_segment_3.wav,2
4-147240-B-2_split_segment_4.wav,2
4-147240-B-2_split_segment_5.wav,2
5-9032-A-0_split_segment_1.wav,0
5-9032-A-0_split_segment_2.wav,0
5-9032-A-0_split_segment_3.wav,0
5-9032-A-0_split_segment_5.wav,0
2-37806-C-40_split_segment_1.wav,40
2-37806-C-40_split_segment_2.wav,40
2-37806-C-40_split_segment_3.wav,40
2-37806-C-40_split_segment_4.wav,40
2-37806-C-40_split_segment_5.wav,40
4-176631-A-43_split_segment_1.wav,43
4-176631-A-43_split_segment_2.wav,43
4-176631-A-43_split_segment_3.wav,43
4-176631-A-43_split_segment_4.wav,43
4-176631-A-43_split_segment_5.wav,43
5-160614-E-48_split_segment_1.wav,48
5-160614-E-48_split_segment_2.wav,48
5-160614-E-48_split_segment_3.wav,48
5-160614-E-48_split_segment_4.wav,48
5-160614-E-48_split_segment_5.wav,48
4-172143-A-13_split_segment_1.wav,13
4-172143-A-13_split_segment_2.wav,13
4-172143-A-13_split_segment_3.wav,13
4-172143-A-13_split_segment_4.wav,13
4-172143-A-13_split_segment_5.wav,13
3-70962-B-4_split_segment_1.wav,4
3-70962-B-4_split_segment_2.wav,4
3-70962-B-4_split_segment_3.wav,4
3-70962-B-4_split_segment_4.wav,4
3-70962-B-4_split_segment_5.wav,4
2-72970-A-10_split_segment_1.wav,10
2-72970-A-10_split_segment_2.wav,10
2-72970-A-10_split_segment_3.wav,10
2-72970-A-10_split_segment_4.wav,10
2-72970-A-10_split_segment_5.wav,10
3-124795-A-28_split_segment_1.wav,28
3-124795-A-28_split_segment_2.wav,28
3-124795-A-28_split_segment_3.wav,28
2-95567-A-23_split_segment_1.wav,23
2-95567-A-23_split_segment_2.wav,23
2-95567-A-23_split_segment_3.wav,23
2-95567-A-23_split_segment_4.wav,23
2-95567-A-23_split_segment_5.wav,23
1-187207-A-20_split_segment_1.wav,20
1-187207-A-20_split_segment_2.wav,20
1-187207-A-20_split_segment_3.wav,20
1-187207-A-20_split_segment_4.wav,20
1-187207-A-20_split_segment_5.wav,20
3-188726-A-35_split_segment_1.wav,35
3-188726-A-35_split_segment_2.wav,35
3-188726-A-35_split_segment_3.wav,35
3-188726-A-35_split_segment_4.wav,35
3-188726-A-35_split_segment_5.wav,35
5-171118-A-26_split_segment_1.wav,26
5-171118-A-26_split_segment_2.wav,26
5-171118-A-26_split_segment_3.wav,26
5-171118-A-26_split_segment_4.wav,26
2-102414-B-17_split_segment_1.wav,17
2-102414-B-17_split_segment_2.wav,17
2-102414-B-17_split_segment_3.wav,17
2-102414-B-17_split_segment_4.wav,17
2-102414-B-17_split_segment_5.wav,17
3-94342-A-25_split_segment_1.wav,25
3-94342-A-25_split_segment_2.wav,25
3-94342-A-25_split_segment_3.wav,25
3-94342-A-25_split_segment_4.wav,25
3-94342-A-25_split_segment_5.wav,25
5-259514-A-26_split_segment_1.wav,26
5-259514-A-26_split_segment_2.wav,26
5-259514-A-26_split_segment_3.wav,26
5-259514-A-26_split_segment_4.wav,26
5-259514-A-26_split_segment_5.wav,26
1-85123-A-31_split_segment_1.wav,31
1-85123-A-31_split_segment_2.wav,31
1-85123-A-31_split_segment_3.wav,31
1-85123-A-31_split_segment_4.wav,31
1-85123-A-31_split_segment_5.wav,31
1-57163-A-38_split_segment_1.wav,38
1-57163-A-38_split_segment_2.wav,38
1-57163-A-38_split_segment_3.wav,38
1-57163-A-38_split_segment_4.wav,38
1-57163-A-38_split_segment_5.wav,38
5-212734-A-17_split_segment_1.wav,17
5-212734-A-17_split_segment_2.wav,17
5-212734-A-17_split_segment_3.wav,17
5-212734-A-17_split_segment_4.wav,17
5-212734-A-17_split_segment_5.wav,17
4-149294-A-41_split_segment_1.wav,41
4-149294-A-41_split_segment_2.wav,41
4-149294-A-41_split_segment_3.wav,41
4-149294-A-41_split_segment_4.wav,41
4-149294-A-41_split_segment_5.wav,41
4-199261-A-0_split_segment_1.wav,0
4-199261-A-0_split_segment_2.wav,0
4-199261-A-0_split_segment_3.wav,0
4-199261-A-0_split_segment_4.wav,0
4-199261-A-0_split_segment_5.wav,0
1-46272-A-12_split_segment_1.wav,12
1-46272-A-12_split_segment_2.wav,12
1-46272-A-12_split_segment_3.wav,12
1-46272-A-12_split_segment_4.wav,12
1-46272-A-12_split_segment_5.wav,12
4-171207-A-12_split_segment_1.wav,12
4-171207-A-12_split_segment_2.wav,12
4-171207-A-12_split_segment_3.wav,12
4-171207-A-12_split_segment_4.wav,12
4-171207-A-12_split_segment_5.wav,12
2-160128-A-7_split_segment_1.wav,7
2-160128-A-7_split_segment_2.wav,7
2-160128-A-7_split_segment_3.wav,7
2-160128-A-7_split_segment_4.wav,7
2-160128-A-7_split_segment_5.wav,7
3-154957-A-1_split_segment_1.wav,1
3-154957-A-1_split_segment_2.wav,1
3-154957-A-1_split_segment_3.wav,1
3-154957-A-1_split_segment_4.wav,1
3-154957-A-1_split_segment_5.wav,1
3-172922-A-48_split_segment_1.wav,48
3-172922-A-48_split_segment_2.wav,48
3-172922-A-48_split_segment_3.wav,48
3-172922-A-48_split_segment_4.wav,48
3-172922-A-48_split_segment_5.wav,48
5-200339-A-1_split_segment_1.wav,1
5-200339-A-1_split_segment_2.wav,1
5-200339-A-1_split_segment_3.wav,1
5-200339-A-1_split_segment_4.wav,1
5-213836-C-9_split_segment_1.wav,9
5-213836-C-9_split_segment_2.wav,9
5-213836-C-9_split_segment_3.wav,9
5-213836-C-9_split_segment_4.wav,9
5-213836-C-9_split_segment_5.wav,9
2-102414-F-17_split_segment_1.wav,17
2-102414-F-17_split_segment_2.wav,17
2-102414-F-17_split_segment_3.wav,17
2-102414-F-17_split_segment_4.wav,17
2-102414-F-17_split_segment_5.wav,17
3-145719-A-17_split_segment_1.wav,17
3-145719-A-17_split_segment_2.wav,17
3-145719-A-17_split_segment_3.wav,17
3-145719-A-17_split_segment_4.wav,17
3-145719-A-17_split_segment_5.wav,17
3-143562-A-47_split_segment_1.wav,47
3-143562-A-47_split_segment_2.wav,47
3-143562-A-47_split_segment_3.wav,47
3-143562-A-47_split_segment_4.wav,47
3-143562-A-47_split_segment_5.wav,47
1-26143-A-21_split_segment_1.wav,21
1-26143-A-21_split_segment_2.wav,21
1-26143-A-21_split_segment_3.wav,21
1-26143-A-21_split_segment_4.wav,21
5-207836-B-29_split_segment_1.wav,29
5-207836-B-29_split_segment_2.wav,29
5-207836-B-29_split_segment_3.wav,29
5-207836-B-29_split_segment_4.wav,29
5-207836-B-29_split_segment_5.wav,29
1-7057-A-12_split_segment_1.wav,12
1-7057-A-12_split_segment_2.wav,12
1-7057-A-12_split_segment_3.wav,12
1-7057-A-12_split_segment_4.wav,12
1-7057-A-12_split_segment_5.wav,12
5-261433-A-15_split_segment_1.wav,15
1-155858-E-25_split_segment_1.wav,25
1-155858-E-25_split_segment_2.wav,25
1-155858-E-25_split_segment_3.wav,25
1-155858-E-25_split_segment_4.wav,25
1-155858-E-25_split_segment_5.wav,25
5-263831-B-6_split_segment_1.wav,6
5-263831-B-6_split_segment_2.wav,6
5-263831-B-6_split_segment_3.wav,6
5-263831-B-6_split_segment_4.wav,6
5-263831-B-6_split_segment_5.wav,6
2-141681-A-36_split_segment_1.wav,36
2-141681-A-36_split_segment_2.wav,36
2-141681-A-36_split_segment_3.wav,36
2-141681-A-36_split_segment_4.wav,36
2-141681-A-36_split_segment_5.wav,36
5-194533-A-21_split_segment_1.wav,21
5-194533-A-21_split_segment_2.wav,21
5-194533-A-21_split_segment_3.wav,21
5-194533-A-21_split_segment_4.wav,21
5-194533-A-21_split_segment_5.wav,21
1-32373-A-35_split_segment_1.wav,35
1-32373-A-35_split_segment_2.wav,35
1-32373-A-35_split_segment_3.wav,35
1-32373-A-35_split_segment_4.wav,35
1-32373-A-35_split_segment_5.wav,35
1-67432-A-27_split_segment_1.wav,27
1-67432-A-27_split_segment_2.wav,27
1-67432-A-27_split_segment_3.wav,27
1-67432-A-27_split_segment_4.wav,27
1-67432-A-27_split_segment_5.wav,27
1-115920-A-22_split_segment_1.wav,22
1-115920-A-22_split_segment_2.wav,22
1-115920-A-22_split_segment_3.wav,22
1-115920-A-22_split_segment_4.wav,22
1-115920-A-22_split_segment_5.wav,22
2-106487-A-44_split_segment_1.wav,44
2-106487-A-44_split_segment_2.wav,44
2-106487-A-44_split_segment_3.wav,44
2-106487-A-44_split_segment_4.wav,44
2-106487-A-44_split_segment_5.wav,44
5-200334-A-1_split_segment_1.wav,1
5-200334-A-1_split_segment_2.wav,1
5-200334-A-1_split_segment_3.wav,1
5-200334-A-1_split_segment_4.wav,1
1-61534-A-27_split_segment_1.wav,27
1-61534-A-27_split_segment_2.wav,27
1-61534-A-27_split_segment_3.wav,27
1-61534-A-27_split_segment_4.wav,27
1-61534-A-27_split_segment_5.wav,27
2-85434-A-27_split_segment_1.wav,27
2-85434-A-27_split_segment_2.wav,27
2-85434-A-27_split_segment_3.wav,27
2-85434-A-27_split_segment_4.wav,27
2-85434-A-27_split_segment_5.wav,27
1-24524-A-19_split_segment_1.wav,19
1-24524-A-19_split_segment_2.wav,19
1-24524-A-19_split_segment_3.wav,19
1-24524-A-19_split_segment_4.wav,19
1-24524-A-19_split_segment_5.wav,19
5-150409-A-42_split_segment_1.wav,42
5-150409-A-42_split_segment_2.wav,42
5-150409-A-42_split_segment_3.wav,42
5-150409-A-42_split_segment_4.wav,42
5-150409-A-42_split_segment_5.wav,42
3-155234-A-43_split_segment_1.wav,43
3-155234-A-43_split_segment_2.wav,43
3-155234-A-43_split_segment_3.wav,43
3-155234-A-43_split_segment_4.wav,43
3-155234-A-43_split_segment_5.wav,43
1-32318-A-0_split_segment_1.wav,0
1-32318-A-0_split_segment_2.wav,0
1-32318-A-0_split_segment_3.wav,0
1-32318-A-0_split_segment_4.wav,0
1-32318-A-0_split_segment_5.wav,0
3-144253-A-29_split_segment_1.wav,29
3-144253-A-29_split_segment_2.wav,29
3-144253-A-29_split_segment_3.wav,29
3-144253-A-29_split_segment_4.wav,29
3-144253-A-29_split_segment_5.wav,29
4-163264-A-10_split_segment_1.wav,10
4-163264-A-10_split_segment_2.wav,10
4-163264-A-10_split_segment_3.wav,10
4-163264-A-10_split_segment_4.wav,10
4-163264-A-10_split_segment_5.wav,10
5-208624-A-38_split_segment_1.wav,38
5-208624-A-38_split_segment_2.wav,38
5-208624-A-38_split_segment_3.wav,38
5-208624-A-38_split_segment_4.wav,38
5-208624-A-38_split_segment_5.wav,38
1-84704-A-39_split_segment_1.wav,39
1-84704-A-39_split_segment_2.wav,39
1-84704-A-39_split_segment_3.wav,39
3-148297-A-37_split_segment_1.wav,37
3-148297-A-37_split_segment_2.wav,37
3-148297-A-37_split_segment_3.wav,37
3-148297-A-37_split_segment_4.wav,37
3-148297-A-37_split_segment_5.wav,37
3-96606-A-49_split_segment_1.wav,49
3-96606-A-49_split_segment_2.wav,49
3-96606-A-49_split_segment_3.wav,49
3-96606-A-49_split_segment_4.wav,49
3-96606-A-49_split_segment_5.wav,49
2-73544-A-27_split_segment_1.wav,27
2-73544-A-27_split_segment_2.wav,27
2-73544-A-27_split_segment_3.wav,27
2-73544-A-27_split_segment_4.wav,27
2-73544-A-27_split_segment_5.wav,27
2-196688-A-8_split_segment_1.wav,8
2-196688-A-8_split_segment_2.wav,8
2-196688-A-8_split_segment_3.wav,8
2-196688-A-8_split_segment_4.wav,8
2-196688-A-8_split_segment_5.wav,8
2-50666-A-20_split_segment_1.wav,20
2-50666-A-20_split_segment_2.wav,20
2-50666-A-20_split_segment_3.wav,20
2-50666-A-20_split_segment_4.wav,20
2-50666-A-20_split_segment_5.wav,20
5-234263-A-25_split_segment_1.wav,25
5-234263-A-25_split_segment_2.wav,25
4-119647-B-48_split_segment_1.wav,48
4-119647-B-48_split_segment_2.wav,48
4-119647-B-48_split_segment_3.wav,48
4-119647-B-48_split_segment_4.wav,48
4-119647-B-48_split_segment_5.wav,48
1-72695-A-26_split_segment_1.wav,26
1-72695-A-26_split_segment_2.wav,26
1-72695-A-26_split_segment_3.wav,26
1-72695-A-26_split_segment_4.wav,26
1-72695-A-26_split_segment_5.wav,26
4-111671-B-42_split_segment_1.wav,42
4-111671-B-42_split_segment_2.wav,42
4-111671-B-42_split_segment_3.wav,42
4-111671-B-42_split_segment_4.wav,42
4-111671-B-42_split_segment_5.wav,42
4-161099-A-47_split_segment_1.wav,47
4-161099-A-47_split_segment_2.wav,47
4-161099-A-47_split_segment_3.wav,47
4-161099-A-47_split_segment_4.wav,47
4-161099-A-47_split_segment_5.wav,47
4-154405-B-27_split_segment_1.wav,27
4-154405-B-27_split_segment_2.wav,27
4-154405-B-27_split_segment_3.wav,27
4-154405-B-27_split_segment_4.wav,27
4-154405-B-27_split_segment_5.wav,27
4-209698-A-37_split_segment_1.wav,37
4-209698-A-37_split_segment_2.wav,37
4-209698-A-37_split_segment_3.wav,37
4-194754-A-0_split_segment_1.wav,0
4-194754-A-0_split_segment_2.wav,0
4-194754-A-0_split_segment_3.wav,0
4-194754-A-0_split_segment_4.wav,0
4-194754-A-0_split_segment_5.wav,0
5-260875-A-35_split_segment_1.wav,35
5-260875-A-35_split_segment_2.wav,35
5-260875-A-35_split_segment_3.wav,35
5-260875-A-35_split_segment_4.wav,35
5-260875-A-35_split_segment_5.wav,35
2-83688-A-34_split_segment_1.wav,34
2-83688-A-34_split_segment_2.wav,34
2-83688-A-34_split_segment_3.wav,34
2-83688-A-34_split_segment_4.wav,34
2-83688-A-34_split_segment_5.wav,34
2-108767-C-9_split_segment_1.wav,9
2-108767-C-9_split_segment_2.wav,9
2-108767-C-9_split_segment_3.wav,9
2-108767-C-9_split_segment_4.wav,9
2-108767-C-9_split_segment_5.wav,9
4-175845-A-43_split_segment_1.wav,43
4-175845-A-43_split_segment_2.wav,43
4-175845-A-43_split_segment_3.wav,43
4-175845-A-43_split_segment_4.wav,43
4-175845-A-43_split_segment_5.wav,43
4-194711-A-38_split_segment_1.wav,38
4-194711-A-38_split_segment_2.wav,38
4-194711-A-38_split_segment_3.wav,38
4-194711-A-38_split_segment_4.wav,38
4-194711-A-38_split_segment_5.wav,38
4-183992-A-0_split_segment_1.wav,0
4-183992-A-0_split_segment_2.wav,0
4-183992-A-0_split_segment_3.wav,0
4-183992-A-0_split_segment_4.wav,0
4-183992-A-0_split_segment_5.wav,0
5-210571-A-38_split_segment_1.wav,38
5-210571-A-38_split_segment_2.wav,38
5-210571-A-38_split_segment_3.wav,38
5-210571-A-38_split_segment_4.wav,38
5-210571-A-38_split_segment_5.wav,38
4-156227-A-9_split_segment_1.wav,9
4-156227-A-9_split_segment_2.wav,9
4-156227-A-9_split_segment_3.wav,9
4-156227-A-9_split_segment_4.wav,9
4-156227-A-9_split_segment_5.wav,9
5-181458-A-33_split_segment_1.wav,33
5-181458-A-33_split_segment_2.wav,33
5-181458-A-33_split_segment_3.wav,33
5-181458-A-33_split_segment_4.wav,33
5-181458-A-33_split_segment_5.wav,33
1-30043-A-26_split_segment_1.wav,26
1-30043-A-26_split_segment_2.wav,26
1-30043-A-26_split_segment_3.wav,26
1-30043-A-26_split_segment_4.wav,26
5-235507-A-44_split_segment_1.wav,44
5-235507-A-44_split_segment_2.wav,44
5-235507-A-44_split_segment_3.wav,44
5-235507-A-44_split_segment_4.wav,44
5-235507-A-44_split_segment_5.wav,44
3-141684-A-21_split_segment_1.wav,21
3-141684-A-21_split_segment_2.wav,21
3-141684-A-21_split_segment_3.wav,21
3-141684-A-21_split_segment_4.wav,21
3-141684-A-21_split_segment_5.wav,21
3-155659-A-34_split_segment_1.wav,34
3-155659-A-34_split_segment_2.wav,34
3-155659-A-34_split_segment_3.wav,34
3-97909-A-49_split_segment_1.wav,49
3-97909-A-49_split_segment_2.wav,49
3-97909-A-49_split_segment_3.wav,49
3-97909-A-49_split_segment_4.wav,49
3-97909-A-49_split_segment_5.wav,49
2-117615-A-48_split_segment_1.wav,48
2-117615-A-48_split_segment_2.wav,48
2-117615-A-48_split_segment_3.wav,48
2-117615-A-48_split_segment_4.wav,48
2-117615-A-48_split_segment_5.wav,48
4-188703-A-8_split_segment_1.wav,8
4-188703-A-8_split_segment_2.wav,8
4-188703-A-8_split_segment_3.wav,8
4-188703-A-8_split_segment_4.wav,8
4-188703-A-8_split_segment_5.wav,8
2-77346-A-46_split_segment_1.wav,46
2-77346-A-46_split_segment_2.wav,46
2-77346-A-46_split_segment_3.wav,46
2-77346-A-46_split_segment_4.wav,46
2-77346-A-46_split_segment_5.wav,46
2-122104-B-0_split_segment_1.wav,0
2-122104-B-0_split_segment_2.wav,0
2-122104-B-0_split_segment_3.wav,0
2-122104-B-0_split_segment_4.wav,0
2-122104-B-0_split_segment_5.wav,0
2-209478-A-25_split_segment_1.wav,25
2-209478-A-25_split_segment_2.wav,25
2-209478-A-25_split_segment_3.wav,25
2-209478-A-25_split_segment_4.wav,25
2-209478-A-25_split_segment_5.wav,25
2-117625-A-10_split_segment_1.wav,10
2-117625-A-10_split_segment_2.wav,10
2-117625-A-10_split_segment_3.wav,10
2-117625-A-10_split_segment_4.wav,10
2-117625-A-10_split_segment_5.wav,10
5-194899-A-3_split_segment_1.wav,3
5-194899-A-3_split_segment_2.wav,3
5-194899-A-3_split_segment_3.wav,3
5-194899-A-3_split_segment_4.wav,3
5-194899-A-3_split_segment_5.wav,3
3-107219-A-1_split_segment_1.wav,1
3-107219-A-1_split_segment_2.wav,1
2-50668-B-41_split_segment_1.wav,41
2-50668-B-41_split_segment_2.wav,41
2-50668-B-41_split_segment_3.wav,41
2-50668-B-41_split_segment_4.wav,41
2-50668-B-41_split_segment_5.wav,41
1-42139-A-38_split_segment_1.wav,38
1-42139-A-38_split_segment_2.wav,38
1-42139-A-38_split_segment_3.wav,38
1-42139-A-38_split_segment_4.wav,38
1-42139-A-38_split_segment_5.wav,38
1-79711-A-32_split_segment_1.wav,32
1-79711-A-32_split_segment_2.wav,32
1-79711-A-32_split_segment_3.wav,32
1-79711-A-32_split_segment_4.wav,32
1-79711-A-32_split_segment_5.wav,32
2-83934-B-5_split_segment_1.wav,5
2-83934-B-5_split_segment_2.wav,5
2-83934-B-5_split_segment_3.wav,5
2-83934-B-5_split_segment_4.wav,5
2-83934-B-5_split_segment_5.wav,5
3-156558-A-21_split_segment_1.wav,21
3-156558-A-21_split_segment_2.wav,21
3-156558-A-21_split_segment_3.wav,21
2-50665-A-20_split_segment_1.wav,20
2-50665-A-20_split_segment_2.wav,20
2-50665-A-20_split_segment_3.wav,20
2-50665-A-20_split_segment_4.wav,20
3-95695-A-5_split_segment_1.wav,5
3-95695-A-5_split_segment_2.wav,5
3-95695-A-5_split_segment_3.wav,5
3-95695-A-5_split_segment_4.wav,5
3-95695-A-5_split_segment_5.wav,5
1-17092-B-27_split_segment_1.wav,27
1-17092-B-27_split_segment_2.wav,27
1-17092-B-27_split_segment_3.wav,27
1-17092-B-27_split_segment_4.wav,27
2-110614-A-8_split_segment_1.wav,8
2-110614-A-8_split_segment_2.wav,8
2-110614-A-8_split_segment_3.wav,8
2-110614-A-8_split_segment_4.wav,8
2-110614-A-8_split_segment_5.wav,8
5-103418-A-2_split_segment_1.wav,2
5-103418-A-2_split_segment_2.wav,2
5-103418-A-2_split_segment_3.wav,2
1-51805-A-33_split_segment_1.wav,33
1-51805-A-33_split_segment_2.wav,33
1-51805-A-33_split_segment_3.wav,33
1-51805-A-33_split_segment_4.wav,33
1-51805-A-33_split_segment_5.wav,33
1-47273-A-21_split_segment_1.wav,21
1-47273-A-21_split_segment_2.wav,21
1-47273-A-21_split_segment_3.wav,21
4-182395-A-0_split_segment_1.wav,0
4-182395-A-0_split_segment_2.wav,0
